Player Full Name,Birth Date,Year Start,Year End,Position,Height,Wingspan,Weight
Bob McCann,22.04.1964,1990,1998,F,198.1,,244
Bob McIntyre,23.01.1944,1968,1970,F,198.1,,215
Bob McNeill,22.10.1938,1961,1962,G,185.4,,170
Bob Miller,09.07.1956,1984,1984,F,208.3,,230
Bob Mullens,01.11.2022,1947,1947,G,185.4,,175
Bob Naber,03.09.2029,1953,1953,F,190.5,,185
Bob Nash,24.08.1950,1973,1979,F,203.2,,195
Bob Netolicky,02.08.1942,1968,1976,F-C,205.7,,220
Bob O'Brien,26.01.2027,1948,1949,F,193,,190
Bob Peterson,25.01.1932,1954,1956,F,195.6,,210
Bob Pettit,12.12.1932,1955,1965,F-C,205.7,,205
Bob Portman,22.03.1947,1970,1973,F,195.6,,200
Bob Priddy,24.03.1930,1953,1953,F,190.5,,190
Bob Quick,05.03.1946,1969,1972,F-G,195.6,,215
Bob Rensberger,07.03.2021,1947,1947,F,188,,170
Bob Riedy,26.08.1945,1968,1968,F,198.1,,215
Bob Riley,06.07.1948,1971,1971,F,205.7,,235
Bob Royer,15.10.2027,1950,1950,G,177.8,,155
Bob Rule,29.06.1944,1968,1975,C-F,205.7,,220
Bob Santini,17.02.1935,1956,1956,F,195.6,,190
Bob Schafer,00.01.1900,1956,1957,G,190.5,,195
Bob Shea,11.09.2024,1947,1947,F,188,,194
Bob Sims,09.10.1938,1962,1968,G-F,195.6,,220
Bob Sura,25.03.1973,1996,2005,G,195.6,,200
Bob Thornton,10.07.1962,1986,1996,F-C,208.3,,225
Bob Tough,28.08.2020,1949,1950,G-F,182.9,,185
Bob Verga,07.09.1945,1968,1974,G,185.4,,190
Bob Warlick,20.03.1941,1966,1970,G-F,195.6,,200
Bob Warren,17.07.1946,1969,1976,G,195.6,,190
Bob Weiss,07.05.1942,1966,1977,G,188,,180
Bob Wiesenhahn,22.12.1938,1962,1962,F,193,,215
Bob Wilkerson,15.08.1954,1977,1983,G-F,198.1,,195
Bob Williams,12.05.1931,1956,1957,F,198.1,,230
Bob Wilson,08.03.2026,1952,1952,G,193,,185
Bob Wood,07.10.2021,1950,1950,G,177.8,,
Bob Woollard,27.07.1940,1970,1970,C,208.3,,225
Boban Marjanovic,15.08.1988,2016,2018,C,221,,290
Bobby Brown,24.09.1984,2009,2018,G,188,193,175
Bobby Cattage,17.08.1958,1982,1986,F,205.7,,250
Bobby Cook,01.04.2023,1950,1950,G-F,177.8,,155
Bobby Croft,17.03.1946,1971,1971,C,208.3,,200
Bobby Edmonds,08.03.1941,1968,1970,F,198.1,,220
Bobby Fields,20.10.1949,1972,1972,G,190.5,,175
Bobby Hooper,22.12.1946,1969,1969,G,182.9,,180
Bobby Hurley,28.06.1971,1994,1998,G,182.9,,165
Bobby Jackson,13.03.1973,1998,2009,G,185.4,,185
Bobby Jones,18.12.1951,1975,1986,F,205.7,207,210
Bobby Jones,18.12.1951,2007,2008,F,200.7,207,215
Bobby Lewis,20.03.1945,1968,1971,G,190.5,,175
Bobby Lloyd,03.01.1946,1968,1969,G,188,,184
Bobby Phills,20.12.1969,1992,2000,G,195.6,,210
Bobby Portis,10.02.1995,2016,2018,F,210.8,218.4,230
Bobby Rascoe,22.07.1940,1968,1970,G-F,193,,205
Bobby Simmons,02.06.1980,2002,2012,G-F,200.7,214,210
Bobby Smith,20.08.1937,1960,1962,G,193,,190
Bobby Wanzer,04.06.2021,1949,1957,G,182.9,,170
Bobby Washington,11.07.1947,1970,1972,G,180.3,,175
Bobby Watson,22.03.1930,1955,1955,G,182.9,,160
Bobby Wilson,00.01.1900,1968,1968,F,203.2,,215
Bobby Wilson,00.01.1900,1975,1978,G,190.5,,175
Bogdan Bogdanovic,18.08.1992,2018,2018,G,198.1,,205
Bojan Bogdanovic,18.04.1989,2015,2018,G-F,203.2,,216
Bones McKinney,01.01.2019,1947,1952,F-C,198.1,,185
Boniface N'Dong,09.03.1977,2006,2006,C,213.4,,198
Bonzi Wells,28.09.1976,1999,2008,G-F,195.6,,210
Boo Ellis,11.02.1936,1959,1960,F,195.6,,185
Boris Diaw,16.04.1982,2004,2017,F-C,203.2,,250
Boris Nachamkin,06.12.1933,1955,1955,F,198.1,,210
Bostjan Nachbar,03.07.1980,2003,2008,F,205.7,,221
Bracey Wright,01.07.1984,2006,2007,G,190.5,208.3,210
Brad Branson,24.09.1958,1982,1983,C-F,208.3,,220
Brad Daugherty,19.10.1965,1987,1994,C,213.4,,245
Brad Davis,17.12.1955,1978,1992,G,190.5,,180
Brad Holland,06.12.1956,1980,1982,G,190.5,,180
Brad Lohaus,29.09.1964,1988,1998,F-C,210.8,,230
Brad Miller,12.04.1976,1999,2012,C,210.8,,244
Brad Sellers,17.12.1962,1987,1993,C-F,213.4,,210
Brad Wright,26.03.1962,1987,1988,F,210.8,,225
Bradley Beal,28.06.1993,2013,2018,G,195.6,203.2,207
Brady Walker,15.03.2021,1949,1952,F-C,198.1,,205
Brandan Wright,05.10.1987,2008,2018,F-C,208.3,222.9,210
Branden Dawson,01.02.1993,2016,2016,F,198.1,210.8,225
Brandin Knight,16.12.1981,2005,2005,G,182.9,198.1,180
Brandon Armstrong,16.06.1980,2002,2004,G,195.6,207,188
Brandon Bass,30.04.1985,2006,2017,F,203.2,219.7,250
Brandon Davies,25.07.1991,2014,2015,F,208.3,217.2,240
Brandon Hunter,24.11.1980,2004,2005,F,200.7,220.3,260
Brandon Ingram,02.09.1997,2017,2018,F,205.7,,190
Brandon Jennings,23.09.1989,2010,2017,G,185.4,,170
Brandon Knight,02.12.1991,2012,2017,G,190.5,200,189
Brandon Paul,30.04.1991,2018,2018,G,193,208.9,200
Brandon Roy,23.07.1984,2007,2013,G,198.1,203.2,215
Brandon Rush,07.07.1985,2009,2017,G-F,198.1,211.5,220
Brandon Williams,27.02.1975,1998,2003,G,198.1,,215
Brant Weidner,28.10.1960,1984,1984,F,205.7,,230
Brendan Haywood,27.11.1979,2002,2015,C,213.4,229.9,268
Brendan McCann,05.07.1935,1958,1960,G,188,,178
Brent Barry,31.12.1971,1996,2009,G,198.1,,185
Brent Price,09.12.1968,1993,2002,G,185.4,,165
Brent Scott,15.06.1971,1997,1997,F-C,208.3,,250
Brett Szabo,01.02.1968,1997,1997,C,210.8,,230
Brett Vroman,25.12.1955,1981,1981,C,213.4,,220
Brevin Knight,08.11.1975,1998,2009,G,177.8,,173
Brian Brunkhorst,12.06.1945,1969,1969,F,198.1,,208
Brian Cardinal,02.05.1977,2001,2012,F,203.2,,245
Brian Cook,04.12.1980,2004,2012,F,205.7,218.4,234
Brian Davis,21.06.1970,1994,1994,F-G,200.7,,200
Brian Evans,13.09.1973,1997,1999,F,203.2,,220
Brian Grant,05.03.1972,1995,2006,F,205.7,,254
Brian Heaney,03.09.1946,1970,1970,G,188,,180
Brian Howard,19.10.1967,1992,1993,F,198.1,,204
Brian Mahoney,17.12.1948,1973,1973,G,190.5,,175
Brian Martin,18.08.1962,1986,1986,F,205.7,,212
Brian Oliver,01.06.1968,1991,1998,G,193,,210
Brian Quinnett,30.05.1966,1990,1992,F,203.2,,235
Brian Roberts,03.12.1985,2013,2017,G,185.4,186.1,173
Brian Rowsom,23.10.1965,1988,1990,F,205.7,,220
Brian Scalabrine,18.03.1978,2002,2012,F,205.7,207.6,241
Brian Shaw,22.03.1966,1989,2003,G,198.1,,190
Brian Skinner,19.05.1976,1999,2012,F,205.7,,255
Brian Taylor,09.06.1951,1973,1982,G,188,,185
Brian Winters,01.03.1952,1975,1983,G-F,193,,185
Briante Weber,29.12.1992,2016,2018,G,188,,165
Brice Johnson,27.06.1994,2017,2018,F,208.3,214.6,230
Britton Johnsen,08.07.1979,2004,2005,F,208.3,210.2,210
Brook Lopez,01.04.1988,2009,2018,C,213.4,227.3,275
Brook Steppe,07.11.1959,1983,1989,G-F,195.6,,195
Brooks Thompson,19.07.1970,1995,1998,G,193,,193
Bruce Bowen,14.06.1971,1997,2009,F,200.7,,185
Bruce Douglas,09.04.1964,1987,1987,G,190.5,,195
Bruce Flowers,13.06.1957,1983,1983,F,203.2,,225
Bruce Hale,30.08.2018,1949,1951,G-F,185.4,,170
Bruce Kuczenski,03.02.1961,1984,1984,F,208.3,,230
Bruce Seals,18.06.1953,1974,1978,F,203.2,,210
Bruce Spraggins,00.01.1900,1968,1968,F,195.6,,188
Bruno Caboclo,21.09.1995,2015,2018,F,205.7,,218
Bruno Sundov,10.02.1980,1999,2005,C,218.4,,220
Bryan Warrick,22.07.1959,1983,1986,G,195.6,,195
Bryant Reeves,08.06.1973,1996,2001,C,213.4,,275
Bryant Stith,10.12.1970,1993,2002,G,195.6,,208
Bryce Cotton,11.08.1992,2015,2016,G,185.4,,165
Bryce Dejean-Jones,21.08.1992,2016,2016,G,198.1,,209
Bryce Drew,21.09.1974,1999,2004,G,188,,185
Bryn Forbes,23.07.1993,2017,2018,G,190.5,,190
Bryon Russell,31.12.1970,1994,2006,F,200.7,,225
Bubba Wells,26.07.1974,1998,1998,F,195.6,,230
Bubba Wilson,07.08.1955,1980,1980,G,190.5,,175
Buck Johnson,03.01.1964,1987,1993,F,200.7,,190
Buck Sydnor,19.09.2021,1947,1947,G,177.8,,175
Buck Williams,08.03.1960,1982,1998,F-C,203.2,,215
Bucky Bockhorn,08.07.1933,1959,1965,G,193,,200
Bucky McConnell,01.07.2028,1953,1953,G,177.8,,170
Bud Acton,11.01.1942,1968,1968,F,198.1,,210
Bud Grant,20.05.2027,1950,1951,F,190.5,,195
Bud Koper,09.08.1942,1965,1965,G,198.1,,210
Bud Ogden,29.12.1946,1970,1971,F,198.1,,215
Bud Olsen,25.07.1940,1963,1970,F-C,203.2,,220
Bud Palmer,14.09.2021,1947,1949,F-C,193,,180
Bud Stallworth,18.01.1950,1973,1977,F-G,195.6,,190
Buddy Hield,17.12.1993,2017,2018,G,193,206.4,214
Buddy Jeannette,15.09.2017,1948,1950,G,180.3,,175
Buddy O'Grady,19.01.2020,1947,1949,G,180.3,,160
Bulbs Ehlers,10.03.2023,1948,1949,F-G,190.5,,198
Butch Beard,04.05.1947,1970,1979,G,190.5,,185
Butch Booker,20.07.1945,1970,1970,C,208.3,,230
Butch Carter,11.06.1958,1981,1986,G,195.6,,180
Butch Feher,19.05.1954,1977,1977,G,193,,185
Butch Graves,05.01.1962,1985,1985,G,190.5,,200
Butch Joyner,26.04.1945,1969,1969,F,195.6,,200
Butch Lee,05.12.1956,1979,1980,G,182.9,,185
Butch Van Breda Kolff,28.10.2022,1947,1950,G-F,190.5,,185
Byron Beck,25.01.1945,1968,1977,C-F,205.7,,225
Byron Dinkins,15.06.1967,1990,1991,G,185.4,,170
Byron Houston,22.11.1969,1993,1996,F,195.6,,250
Byron Irvin,02.12.1966,1990,1993,G,195.6,,190
Byron Mullens,14.02.1989,2010,2014,C,213.4,217.2,275
Byron Scott,28.03.1961,1984,1997,G,190.5,,195
C.J. Kupec,16.01.1953,1976,1978,F-C,198.1,,220
C.J. McCollum,19.09.1991,2014,2018,G,190.5,,190
C.J. Miles,18.04.1987,2006,2018,G-F,198.1,,225
C.J. Watson,17.04.1984,2008,2017,G,188,,175
C.J. Wilcox,30.12.1990,2015,2017,G,195.6,207.6,195
C.J. Williams,06.02.1990,2018,2018,G,195.6,,225
Cal Bowdler,31.03.1977,2000,2002,F,208.3,,245
Cal Christensen,06.06.2027,1951,1955,F-C,195.6,,210
Cal Ramsey,13.07.1937,1960,1961,F,193,,200
Calbert Cheaney,17.07.1971,1994,2006,G-F,200.7,,209
Caldwell Jones,04.08.1950,1974,1990,C-F,210.8,,217
Caleb Swanigan,18.04.1997,2018,2018,F,203.2,222.3,250
Calvin Booth,07.05.1976,2000,2009,C,210.8,,230
Calvin Fowler,11.02.1940,1970,1970,G,182.9,,175
Calvin Garrett,11.07.1956,1981,1984,F,200.7,,190
Calvin Graham,07.06.1944,1968,1968,G,188,,195
Calvin Murphy,09.05.1948,1971,1983,G,175.3,,165
Calvin Natt,08.01.1957,1980,1990,F,198.1,,220
Cameron Bairstow,07.12.1990,2015,2016,F-C,205.7,215.3,250
Cameron Payne,08.08.1994,2016,2017,G,190.5,201.3,185
Campy Russell,12.01.1952,1975,1985,F,203.2,,215
Carey Scurry,04.12.1962,1986,1988,F,200.7,,188
Caris LeVert,25.08.1994,2017,2018,G-F,200.7,208.3,203
Carl Bailey,23.04.1958,1982,1982,C,213.4,,210
Carl Braun,25.09.2027,1948,1962,G-F,195.6,,180
Carl Fuller,10.01.1946,1971,1972,C,205.7,,225
Carl Henry,16.08.1960,1986,1986,G,198.1,,205
Carl Herrera,14.12.1966,1992,1999,F,205.7,,215
Carl Kilpatrick,16.05.1956,1980,1980,C,208.3,,230
Carl Landry,19.09.1983,2008,2016,F,205.7,210.8,248
Carl McNulty,14.02.1930,1955,1955,G,190.5,,185
Carl Meinhold,29.03.2026,1948,1949,G-F,188,,185
Carl Nicks,06.10.1958,1981,1983,G,185.4,,175
Carl Shaeffer,25.10.2024,1950,1951,F-G,190.5,,185
Carl Thomas,03.10.1969,1992,1998,G,193,,175
Carldell Johnson,28.01.1983,2012,2012,G,177.8,,180
Carlos Arroyo,30.07.1979,2002,2011,G,188,,202
Carlos Boozer,20.11.1981,2003,2015,F-C,205.7,219.1,258
Carlos Clark,10.08.1960,1984,1985,G,193,,210
Carlos Delfino,29.08.1982,2005,2013,G,198.1,,230
Carlos Rogers,06.02.1971,1995,2002,C-F,210.8,,220
Carlos Terry,22.06.1956,1981,1983,G-F,195.6,,210
Carlton McKinney,21.10.1964,1990,1992,G,193,,190
Carmelo Anthony,29.05.1984,2004,2018,F,203.2,213.4,240
Caron Butler,13.03.1980,2003,2016,F,200.7,212.1,228
Carrick Felix,17.08.1990,2014,2014,G,198.1,206.4,201
Carroll Hooser,05.03.1944,1968,1968,F,200.7,,230
Cartier Martin,20.11.1984,2009,2015,F,200.7,208.3,220
Casey Jacobsen,19.03.1981,2003,2008,G-F,198.1,,215
Casey Shaw,20.07.1975,1999,1999,C,210.8,,260
Casper Ware,17.01.1990,2014,2014,G,177.8,,175
Cazzie Russell,07.06.1944,1967,1978,F-G,195.6,,218
Cecil Hankins,06.01.2022,1947,1948,G,185.4,,175
Cedi Osman,08.04.1995,2018,2018,F,203.2,,210
Cedric Ball,16.04.1968,1991,1991,F,203.2,,210
Cedric Bozeman,07.03.1983,2007,2007,G,198.1,,207
Cedric Ceballos,02.08.1969,1991,2001,F,198.1,,190
Cedric Henderson,03.10.1965,1987,1987,F,203.2,,210
Cedric Henderson,03.10.1965,1998,2002,F,200.7,,215
Cedric Hunter,16.01.1965,1992,1992,G,182.9,,180
Cedric Jackson,05.03.1986,2010,2010,G,190.5,,191
Cedric Lewis,24.09.1969,1996,1996,F-C,208.3,,235
Cedric Maxwell,21.11.1955,1978,1988,F,203.2,,205
Cedric Simmons,03.01.1986,2007,2009,F,205.7,224.2,235
Cedrick Hordges,08.01.1957,1981,1982,F-C,203.2,,220
Cezary Trybanski,22.09.1979,2003,2004,C,218.4,,240
Chad Gallagher,30.05.1969,1994,1994,C,208.3,,255
Chad Kinch,22.05.1958,1981,1981,G,193,,190
Chandler Parsons,25.10.1988,2012,2018,F,208.3,207,230
Channing Frye,17.05.1983,2006,2018,C-F,210.8,219.7,255
Charles Barkley,20.02.1963,1985,2000,F,198.1,,252
Charles Beasley,23.09.1945,1968,1971,G-F,195.6,,190
Charles Bradley,16.05.1959,1982,1984,G,195.6,,215
Charles Claxton,13.12.1970,1996,1996,C,213.4,,265
Charles Cooke,01.07.1994,2018,2018,G,195.6,,196
Charles Davis,05.10.1958,1982,1990,F,200.7,,215
Charles Dudley,05.03.1950,1973,1979,G,188,,180
Charles Edge,23.02.1950,1974,1975,F,198.1,,210
Charles Hentz,13.09.1947,1971,1971,F,195.6,,210
Charles Jenkins,28.02.1989,2012,2013,G,190.5,201.9,220
Charles Johnson,31.03.1949,1973,1979,G,182.9,,170
Charles Jones,03.04.1957,1984,1998,F-C,205.7,,215
Charles Jones,03.04.1957,1985,1989,F,203.2,,215
Charles Jones,03.04.1957,1999,2000,G,190.5,,180
Charles Jordan,31.01.1954,1976,1976,F,203.2,,220
Charles Oakley,18.12.1963,1986,2004,F-C,203.2,,225
Charles O'Bannon,22.02.1975,1998,1999,G-F,195.6,,209
Charles Parks,00.01.1900,1969,1969,F,195.6,,210
Charles Pittman,23.03.1958,1983,1986,F,203.2,,220
Charles Shackleford,22.04.1966,1989,1999,F-C,208.3,,225
Charles Smith,16.07.1965,1989,1997,F-C,208.3,,230
Charles Smith,16.07.1965,1990,1996,G,185.4,,160
Charles Smith,16.07.1965,1998,2006,G,193,,194
Charles Thomas,03.10.1969,1992,1992,G,190.5,,175
Charles Williams,05.09.1943,1968,1973,G,182.9,,165
Charley Shipp,03.12.2013,1950,1950,G-F,185.4,,200
Charlie Bell,12.03.1979,2002,2011,G,190.5,201.9,200
Charlie Black,15.06.2021,1949,1952,F-C,195.6,,200
Charlie Criss,06.11.1948,1978,1985,G,172.7,,165
Charlie Davis,07.09.1949,1972,1974,G,188,,160
Charlie Hardnett,13.09.1938,1963,1965,F-C,203.2,,225
Charlie Hoefer,16.09.2021,1947,1948,G,175.3,,158
Charlie Lowery,12.11.1949,1972,1972,G,190.5,,185
Charlie Parsley,13.10.2025,1950,1950,G,188,,175
Charlie Paulk,14.06.1946,1969,1972,F-C,203.2,,219
Charlie Scott,15.12.1948,1971,1980,G-F,195.6,,175
Charlie Sitton,03.07.1962,1985,1985,F,203.2,,210
Charlie Tyra,16.08.1935,1958,1962,C-F,203.2,,230
Charlie Villanueva,24.08.1984,2006,2016,F,210.8,214,232
Charlie Ward,12.10.1970,1995,2005,G,188,,190
Charlie Yelverton,05.12.1948,1972,1972,G-F,188,,190
Chase Budinger,22.05.1988,2010,2016,F,200.7,200.7,209
Chasson Randle,05.02.1993,2017,2017,G,188,200.7,185
Chauncey Billups,25.09.1976,1998,2014,G,190.5,,202
Cheese Johnson,07.09.1957,1980,1980,F-G,198.1,,195
Cheick Diallo,13.09.1996,2017,2018,F,205.7,224.8,220
Cheikh Samb,22.10.1984,2008,2009,C,215.9,,245
Cherokee Parks,11.10.1972,1996,2004,C-F,210.8,,235
Chet Aubuchon,18.05.2016,1947,1947,G,177.8,,137
Chet Carlisle,02.11.2016,1947,1947,F-C,195.6,,195
Chet McNabb,19.09.2020,1948,1948,F,188,,200
Chet Walker,22.02.1940,1963,1975,F-G,198.1,,212
Chick Halbert,27.02.2019,1947,1951,C,205.7,,225
Chick Reiser,17.12.2014,1948,1950,G-F,180.3,,165
Chico Vaughn,19.02.1940,1963,1970,G,188,,190
Chinanu Onuaku,01.11.1996,2017,2017,F-C,208.3,220.3,245
Chink Crossin,04.07.2023,1948,1950,G,185.4,,165
Chips Sobek,10.02.2020,1950,1950,G-F,182.9,,180
Chris Andersen,07.07.1978,2002,2017,F-C,208.3,,245
Chris Anstey,01.01.1975,1998,2000,C,213.4,,249
Chris Babb,14.02.1990,2014,2014,G,195.6,,225
Chris Bosh,24.03.1984,2004,2016,F-C,210.8,222.3,235
Chris Carr,12.03.1974,1996,2001,G,195.6,,207
Chris Childs,20.11.1967,1995,2003,G,190.5,,195
Chris Copeland,17.03.1984,2013,2016,F,205.7,,239
Chris Corchiani,28.03.1968,1992,1994,G,182.9,,185
Chris Crawford,13.05.1975,1998,2004,F,205.7,,235
Chris Douglas-Roberts,08.01.1987,2009,2015,G,200.7,,200
Chris Dudley,22.02.1965,1988,2003,C,210.8,,235
Chris Duhon,31.08.1982,2005,2013,G,185.4,199.4,185
Chris Engler,01.03.1959,1983,1988,C,210.8,,245
Chris Ford,11.01.1949,1973,1982,G-F,195.6,,190
Chris Garner,02.02.1975,1998,2001,G,177.8,,156
Chris Gatling,03.09.1967,1992,2002,F-C,208.3,,220
Chris Harris,11.08.1933,1956,1956,G,190.5,,190
Chris Herren,27.09.1975,2000,2001,G,188,,197
Chris Hunter,07.07.1984,2010,2010,F,210.8,,240
Chris Jefferies,13.02.1980,2003,2004,G-F,203.2,,225
Chris Jent,11.01.1970,1994,1997,F,200.7,,220
Chris Johnson,15.07.1985,2011,2013,C,210.8,,210
Chris Johnson,15.07.1985,2013,2016,F-G,198.1,,206
Chris Kaman,28.04.1982,2004,2016,C,213.4,212.7,265
Chris King,24.07.1969,1994,1999,F,203.2,,215
Chris McCray,27.05.1984,2007,2007,G,195.6,197.5,192
Chris McCullough,05.02.1995,2016,2018,F,210.8,221.6,200
Chris McNealy,15.07.1961,1986,1988,F,200.7,,210
Chris Mihm,16.07.1979,2001,2009,C,213.4,,265
Chris Mills,25.01.1970,1994,2003,F,198.1,,215
Chris Morris,20.01.1966,1989,1999,F,203.2,,210
Chris Mullin,30.07.1963,1986,2001,F-G,198.1,,200
Chris Munk,05.08.1967,1991,1991,F,205.7,,225
Chris Owens,01.03.1979,2003,2003,F,200.7,212.1,245
Chris Paul,06.05.1985,2006,2018,G,182.9,193.7,175
Chris Porter,09.05.1978,2001,2001,F,200.7,207,218
Chris Quinn,27.09.1983,2007,2013,G,188,195.6,185
Chris Richard,25.12.1984,2008,2010,F,205.7,224.8,270
Chris Robinson,02.04.1974,1997,1998,G,195.6,,200
Chris Singleton,21.11.1989,2012,2014,F,203.2,215.9,230
Chris Smith,17.05.1970,1993,1995,G,190.5,,190
Chris Smith,17.05.1970,2014,2014,G,188,,200
Chris Taft,10.03.1985,2006,2006,F,208.3,217.8,260
Chris Washburn,13.05.1965,1987,1988,C,210.8,,225
Chris Webber,01.03.1973,1994,2008,F-C,205.7,,245
Chris Welp,02.01.1964,1988,1990,C,213.4,,245
Chris Whitney,05.10.1971,1994,2004,G,182.9,,168
Chris Wilcox,03.09.1982,2003,2013,F,208.3,215.9,221
Chris Wright,30.09.1988,2012,2014,F,203.2,,226
Chris Wright,30.09.1988,2013,2013,G,185.4,,210
Christian Eyenga,22.06.1989,2011,2012,F,195.6,,210
Christian Laettner,17.08.1969,1993,2005,F-C,210.8,,235
Christian Wood,27.09.1995,2016,2017,F,210.8,221.6,220
Chubby Cox,29.12.1955,1983,1983,G,188,,180
Chuck Aleksinas,26.02.1959,1985,1985,C,210.8,,260
Chuck Connors,10.04.2021,1947,1948,F-C,195.6,,190
Chuck Cooper,29.09.2026,1951,1956,F,195.6,,210
Chuck Gardner,30.09.1944,1968,1968,F,203.2,,205
Chuck Gilmur,13.08.2022,1947,1951,F-C,193,,225
Chuck Grigsby,15.08.2028,1955,1955,G,195.6,,190
Chuck Hayes,11.06.1983,2006,2016,F-C,198.1,,240
Chuck Lloyd,22.05.1947,1971,1971,C-F,203.2,,220
Chuck Mencel,21.04.1933,1956,1957,G,182.9,,168
Chuck Mrazovich,26.02.2024,1951,1951,F,195.6,,185
Chuck Nevitt,13.06.1959,1983,1994,C,226.1,,217
Chuck Noble,24.07.1931,1956,1962,G,193,,190
Chuck Osborne,21.01.1939,1962,1962,F,198.1,,210
Chuck Person,27.06.1964,1987,2000,F,203.2,,220
Chuck Share,14.03.2027,1952,1960,C,210.8,,235
Chuck Terry,27.09.1950,1973,1977,F,198.1,,215
Chuck Williams,06.06.1946,1971,1978,G,188,,175
Chuckie Williams,31.12.1953,1977,1977,G,190.5,,180
Chucky Atkins,14.08.1974,2000,2010,G,180.3,,160
Chucky Brown,29.02.1968,1990,2002,F,200.7,,214
Cincinnatus Powell,25.02.1942,1968,1975,F-C,200.7,,220
Clarence Brookins,00.01.1900,1971,1971,F,193,,190
Clarence Glover,01.11.1947,1972,1972,F,203.2,,210
Clarence Kea,02.02.1959,1981,1982,F,198.1,,218
Clarence Weatherspoon,08.09.1970,1993,2005,F,198.1,,240
Clark Kellogg,02.07.1961,1983,1987,F,200.7,,225
Claude English,26.12.1946,1971,1971,F,193,,185
Claude Gregory,26.12.1958,1986,1988,F,203.2,,205
Claude Overton,16.12.2027,1953,1953,G,188,,195
Claude Terry,12.01.1950,1973,1978,G-F,193,,195
Claude Virden,25.11.1947,1973,1973,F,198.1,,195
Clay Johnson,18.07.1956,1982,1984,G,193,,175
Cleanthony Early,17.04.1991,2015,2016,F,203.2,210.2,210
Clem Haskins,11.07.1943,1968,1976,G,190.5,,195
Clemon Johnson,12.09.1956,1979,1988,C-F,208.3,,240
Cleo Hill,24.05.1938,1962,1962,G,185.4,,185
Cleveland Buckner,17.08.1938,1962,1963,F-C,205.7,,210
Cliff Alexander,16.11.1995,2016,2016,F,203.2,222.3,245
Cliff Anderson,07.09.1944,1968,1971,G-F,188,,200
Cliff Barker,15.01.2021,1950,1952,G,188,,185
Cliff Hagan,09.12.1931,1957,1970,F-G,193,,210
Cliff Levingston,04.01.1961,1983,1995,F,203.2,,210
Cliff Meely,10.07.1947,1972,1976,F-C,203.2,,215
Cliff Pondexter,15.09.1954,1976,1978,F-C,205.7,,233
Cliff Robinson,13.03.1960,1980,1992,F,205.7,,220
Cliff Williams,15.04.1945,1969,1969,G,190.5,,180
Clifford Lett,23.12.1965,1990,1991,G,190.5,,170
Clifford Ray,21.01.1949,1972,1981,C,205.7,,230
Clifford Robinson,16.12.1966,1990,2007,F-C,208.3,,225
Clifford Rozier,31.10.1972,1995,1998,C-F,210.8,,245
Clint Capela,18.05.1994,2015,2018,C,208.3,,240
Clint McDaniel,26.02.1972,1996,1996,G,193,,180
Clint Richardson,07.08.1956,1980,1987,G,190.5,,195
Clint Wager,20.01.2020,1950,1950,C-F,198.1,,210
Clinton Smith,19.01.1964,1987,1991,F,198.1,,210
Clinton Wheeler,27.10.1959,1988,1989,G,185.4,,185
Clyde Dickey,14.12.1951,1975,1975,G,190.5,,185
Clyde Drexler,22.06.1962,1984,1998,G,200.7,,210
Clyde Lee,14.03.1944,1967,1976,F-C,208.3,,205
Clyde Lovellette,07.09.2029,1954,1964,C-F,205.7,,234
Clyde Mayes,17.03.1953,1976,1977,F,203.2,,225
Coby Dietrick,23.07.1948,1971,1983,C-F,208.3,,220
Coby Karl,06.03.1983,2008,2010,G,195.6,210.8,215
Cody Zeller,05.10.1992,2014,2018,C-F,213.4,210.2,240
Cole Aldrich,31.10.1988,2011,2018,C,210.8,225.4,250
Collis Jones,03.07.1949,1972,1975,F,200.7,,203
Collis Temple,08.11.1952,1975,1975,F,203.2,,220
Conner Henry,21.07.1963,1987,1988,G,200.7,,195
Connie Dierking,02.10.1936,1959,1971,C-F,205.7,,222
Connie Hawkins,17.07.1942,1968,1976,F-C,203.2,,210
Connie Norman,24.09.1953,1975,1979,G,190.5,,175
Connie Rea,27.01.1935,1954,1954,G-F,190.5,,175
Connie Simmons,15.03.2025,1947,1956,C-F,203.2,,222
Corey Beck,27.05.1971,1996,1999,G,185.4,,190
Corey Benjamin,24.02.1978,1999,2003,G,198.1,,200
Corey Brewer,05.03.1986,2008,2018,F-G,205.7,203.8,186
Corey Crowder,13.04.1969,1992,1995,G-F,195.6,,214
Corey Gaines,01.06.1965,1989,1995,G,190.5,,195
Corey Maggette,12.11.1979,2000,2013,F,198.1,,218
Corey Williams,24.04.1970,1993,1994,G,188,,190
Corie Blount,04.01.1969,1994,2004,F,205.7,,240
Corky Calhoun,01.11.1950,1973,1980,F,200.7,,210
Corky Devlin,21.12.1931,1956,1958,G,195.6,,195
Corliss Williamson,04.12.1973,1996,2007,F,200.7,,245
Cornelius Cash,03.03.1952,1977,1977,F,203.2,,215
Cornell Warner,12.08.1948,1971,1977,F-C,205.7,,220
Corny Thompson,05.02.1960,1983,1983,F,203.2,,225
Corsley Edwards,05.03.1979,2005,2005,F,205.7,210.2,275
Cory Alexander,22.06.1973,1996,2005,G,185.4,,185
Cory Blackwell,27.03.1963,1985,1985,F,198.1,,210
Cory Carr,05.12.1975,1999,1999,G,190.5,,210
Cory Higgins,14.06.1989,2012,2013,G,195.6,,180
